make,model,year,selling_price,mileage,availability,fuel,transmission,mpg,description
Volkswagen,Vento Diesel Highline,2011,260000,93750.0,sold,Diesel,Manual,17.3,N/A
Maruti,Swift Dzire ZDI,2016,750000,43125.0,sold,Diesel,Manual,26.9,N/A
Toyota,Innova Crysta 2.8 GX AT BSIV,2016,1350000,75000.0,sold,Diesel,Automatic,26.1,N/A
Maruti,Ritz VDi,2012,220000,75000.0,sold,Diesel,Manual,25.2,N/A
Hyundai,Getz 1.3 GLS,2008,110000,68750.0,sold,Petrol,Manual,28.9,N/A
Mahindra,XUV500 AT W8 FWD,2017,1230000,43750.0,sold,Diesel,Automatic,29.9,N/A
Mahindra,Quanto C6,2013,220000,68750.0,sold,Diesel,Manual,17.0,N/A
Tata,Indigo LX Dicor,2009,130000,31250.0,sold,Diesel,Manual,23.6,N/A
Hyundai,i20 1.2 Magna,2012,330000,27500.0,sold,Petrol,Manual,28.1,N/A
Honda,City 1.5 S MT,2010,254999,56250.0,sold,Petrol,Manual,24.6,N/A
Hyundai,Verna 1.6 SX VTVT (O),2014,600000,31250.0,sold,Petrol,Manual,21.5,N/A
Hyundai,i10 Magna,2012,210000,31250.0,sold,Petrol,Manual,23.2,N/A
Chevrolet,Enjoy TCDi LT 7 Seater,2014,300000,91250.0,in stock,Diesel,Manual,26.0,N/A
Tata,Tiago 1.2 Revotron XTA,2018,426000,9375.0,sold,Petrol,Automatic,28.8,N/A
Maruti,Alto K10 VXI,2015,265000,37500.0,sold,Petrol,Manual,18.0,N/A
Hyundai,Xcent 1.2 Kappa SX,2016,450000,21875.0,sold,Petrol,Manual,24.3,N/A
Hyundai,Verna 1.6 SX,2012,480000,50000.0,sold,Diesel,Manual,21.5,N/A
Tata,Nano Lx,2010,40000,56250.0,sold,Petrol,Manual,16.2,N/A
Honda,City 1.5 S MT,2011,395000,43750.0,sold,Petrol,Manual,21.0,N/A
Maruti,Wagon R VXI BS IV,2013,229999,38750.0,in stock,Petrol,Manual,26.9,N/A
Ford,Ecosport 1.5 Petrol Titanium Plus AT,2018,875000,6250.0,sold,Petrol,Automatic,17.8,N/A
Maruti,Eeco 5 STR With AC Plus HTR CNG,2010,170000,50000.0,in stock,CNG,Manual,23.8,N/A
Hyundai,i20 Sportz 1.2,2015,500000,21875.0,in stock,Petrol,Manual,26.4,N/A
Renault,Duster 85PS Diesel RxL,2013,450000,625.0,sold,Diesel,Manual,22.6,N/A
Mercedes-Benz,C-Class Progressive C 220d,2018,3800000,6250.0,in stock,Diesel,Automatic,23.1,N/A
Audi,A4 3.0 TDI Quattro,2013,1580000,53750.0,sold,Diesel,Automatic,23.2,N/A
BMW,X5 xDrive 30d xLine,2019,4950000,18750.0,sold,Diesel,Automatic,22.8,N/A
Hyundai,Creta 1.6 CRDi SX,2016,535000,32875.0,sold,Diesel,Manual,15.3,N/A
Maruti,SX4 Vxi BSIV,2012,225000,68750.0,sold,Petrol,Manual,16.1,N/A
Hyundai,Grand i10 1.2 Kappa Magna AT,2017,550000,12431.25,sold,Petrol,Automatic,24.6,N/A
Maruti,Swift ZXI BSIV,2016,670000,4440.0,sold,Petrol,Manual,25.5,N/A
Maruti,Ertiga VXI,2015,625000,7448.75,sold,Petrol,Manual,27.8,N/A
Hyundai,Grand i10 Magna AT,2017,520000,6568.75,sold,Petrol,Automatic,21.5,N/A
Chevrolet,Beat LT Option,2016,239000,25625.0,sold,Petrol,Manual,28.1,N/A
Toyota,Fortuner 4x2 AT,2017,2600000,29476.25,in stock,Diesel,Automatic,21.9,N/A
Maruti,S-Cross Zeta DDiS 200 SH,2015,750000,28733.75,sold,Diesel,Manual,17.7,N/A
Hyundai,i10 Magna,2012,229999,31140.0,in stock,Petrol,Manual,22.6,N/A
Audi,A6 2.0 TDI Premium Plus,2013,1300000,36562.5,sold,Diesel,Automatic,25.6,N/A
Hyundai,Santro GS,2005,80000,35362.5,sold,Petrol,Manual,26.8,N/A
Skoda,Laura Ambiente 2.0 TDI CR MT,2012,385000,32500.0,sold,Diesel,Manual,28.8,N/A
Hyundai,Verna 1.6 VTVT SX,2015,760000,34587.5,sold,Petrol,Manual,31.7,N/A
Maruti,Swift Dzire VDI,2017,600000,29066.875,sold,Diesel,Manual,31.0,N/A
Maruti,Ignis 1.2 Sigma BSIV,2019,450000,25000.0,sold,Petrol,Manual,25.2,N/A
Maruti,Ignis 1.2 Sigma BSIV,2019,450000,25000.0,sold,Petrol,Manual,26.0,N/A
Maruti,Ertiga VDI,2012,550000,75000.0,sold,Diesel,Manual,24.3,N/A
Tata,Manza Aura Safire BS IV,2013,200000,37500.0,sold,Petrol,Manual,27.8,N/A
Tata,Indica GLS BS IV,2008,80000,56250.0,in stock,Petrol,Manual,28.7,N/A
Tata,New Safari DICOR 2.2 EX 4x2,2010,300000,156250.0,sold,Diesel,Manual,16.1,N/A
Ford,Aspire Titanium Plus Diesel BSIV,2019,675000,9375.0,sold,Diesel,Manual,25.8,N/A
Maruti,Eeco 7 Seater Standard BSIV,2017,260000,18750.0,in stock,Petrol,Manual,28.5,N/A
Hyundai,Grand i10 1.2 Kappa Asta,2019,500000,9375.0,in stock,Petrol,Manual,20.7,N/A
Hyundai,EON Sportz,2012,150000,34853.75,sold,Petrol,Manual,19.2,N/A
Maruti,Alto LXi,2006,100000,50000.0,sold,Petrol,Manual,33.3,N/A
Maruti,Wagon R LXI,2001,70000,73125.0,sold,Petrol,Manual,27.2,N/A
Maruti,Alto LX,2004,100000,43750.0,sold,Petrol,Manual,23.8,N/A
Toyota,Innova 2.5 VX (Diesel) 7 Seater,2012,730000,68750.0,in stock,Diesel,Manual,27.1,N/A
Nissan,Terrano XL 85 PS,2016,525000,62500.0,in stock,Diesel,Manual,22.4,N/A
Nissan,Terrano XL 85 PS,2016,525000,65625.0,sold,Diesel,Manual,25.7,N/A
Toyota,Innova 2.5 V Diesel 7-seater,2009,550000,113750.0,sold,Diesel,Manual,18.4,N/A
Toyota,Corolla Altis Diesel D4DJ,2012,420000,59375.0,sold,Diesel,Manual,32.6,N/A
Honda,Amaze SX i-VTEC,2015,500000,43750.0,in stock,Petrol,Manual,15.2,N/A
Maruti,Wagon R LXI Minor,2009,165000,47500.0,sold,Petrol,Manual,35.1,N/A
Hyundai,Verna 1.6 SX,2014,650000,43750.0,sold,Diesel,Manual,24.0,N/A
Chevrolet,Beat Diesel LT,2013,195000,28750.0,sold,Diesel,Manual,35.2,N/A
Maruti,Zen LX,1999,75000,43750.0,sold,Petrol,Manual,27.1,N/A
Hyundai,Accent CRDi,2005,100000,75000.0,sold,Diesel,Manual,32.1,N/A
Toyota,Innova Crysta 2.4 VX MT BSIV,2017,1770000,15625.0,sold,Diesel,Manual,28.3,N/A
Maruti,Esteem Lxi - BSIII,2006,90000,56250.0,sold,Petrol,Manual,35.5,N/A
Hyundai,Xcent 1.1 CRDi Base,2016,515000,31250.0,sold,Diesel,Manual,16.0,N/A
Honda,Jazz 1.5 VX i DTEC,2017,700000,15365.625,sold,Diesel,Manual,29.1,N/A
Maruti,Zen LX,2001,62000,43750.0,sold,Petrol,Manual,21.7,N/A
Toyota,Etios GD SP,2011,220000,68750.0,sold,Diesel,Manual,22.6,N/A
Hyundai,Santro Magna CNG BSIV,2019,520000,6250.0,sold,CNG,Manual,33.1,N/A
Fiat,Linea Emotion,2010,170000,62500.0,in stock,Petrol,Manual,34.6,N/A
Ford,Figo Diesel Titanium,2011,190000,68750.0,sold,Diesel,Manual,22.4,N/A
Ford,Figo Diesel Titanium,2011,150000,62500.0,sold,Diesel,Manual,29.6,N/A
Maruti,Zen Estilo LXI BS IV,2009,125000,40625.0,sold,Petrol,Manual,29.0,N/A
Honda,Amaze EX i-Dtech,2015,290000,25000.0,sold,Diesel,Manual,26.8,N/A
Maruti,Celerio X ZXI BSIV,2019,490000,8687.5,in stock,Petrol,Manual,28.4,N/A
Tata,Tigor 1.2 Revotron XZ Option,2017,434999,10976.875,sold,Petrol,Manual,14.6,N/A
Tata,Zest Revotron 1.2T XE,2016,380000,9375.0,in stock,Petrol,Manual,30.7,N/A
Volkswagen,Polo Diesel Trendline 1.2L,2012,200000,51250.0,in stock,Diesel,Manual,34.3,N/A
Ford,Figo 1.5D Trend MT,2016,495000,25000.0,sold,Diesel,Manual,29.4,N/A
Toyota,Innova 2.5 Z Diesel 7 Seater BS IV,2014,894999,108125.0,sold,Diesel,Manual,28.7,N/A
Mahindra,XUV500 W6 2WD,2014,600000,94375.0,in stock,Diesel,Manual,15.6,N/A
Honda,Brio S MT,2015,300000,31250.0,sold,Petrol,Manual,22.2,N/A
Honda,Amaze E i-VTEC,2017,430000,9375.0,sold,Petrol,Manual,27.3,N/A
Honda,Amaze E i-DTEC,2017,370000,50000.0,in stock,Diesel,Manual,17.6,N/A
Maruti,Baleno Zeta 1.2,2019,750000,6875.0,sold,Petrol,Manual,24.0,N/A
Maruti,Alto K10 LXI CNG Optional,2016,300000,31250.0,sold,CNG,Manual,14.5,N/A
BMW,X1 sDrive20d,2012,700000,75000.0,sold,Diesel,Automatic,20.6,N/A
Maruti,Wagon R LXI DUO BSIII,2007,100000,43750.0,in stock,LPG,Manual,28.2,N/A
Hyundai,Grand i10 Sportz,2015,300000,56250.0,in stock,Petrol,Manual,24.0,N/A
Tata,Indica Vista Quadrajet VX,2012,130000,115625.0,sold,Diesel,Manual,26.6,N/A
Hyundai,i20 Asta Option 1.4 CRDi,2016,650000,25000.0,sold,Diesel,Manual,15.5,N/A
Maruti,Swift VDI BSIV,2017,509999,15625.0,sold,Diesel,Manual,25.5,N/A
Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,1000000,73612.5,in stock,Diesel,Manual,25.9,N/A
Hyundai,Verna CRDi SX,2010,280000,75000.0,in stock,Diesel,Manual,27.4,N/A
Maruti,Swift DDiS VDI,2017,600000,75000.0,sold,Diesel,Manual,29.1,N/A
Skoda,Rapid 1.6 TDI Ambition,2013,210000,75000.0,sold,Diesel,Manual,27.1,N/A
Audi,Q3 2.0 TDI Quattro Premium Plus,2014,1150000,68750.0,in stock,Diesel,Automatic,20.4,N/A
Hyundai,EON Magna Plus,2018,229999,18750.0,sold,Petrol,Manual,28.5,N/A
Hyundai,EON Magna Plus,2018,245000,18750.0,sold,Petrol,Manual,32.6,N/A
Mahindra,Scorpio S4 4WD,2015,600000,37500.0,in stock,Diesel,Manual,27.9,N/A
Hyundai,Grand i10 Sportz,2016,375000,15625.0,sold,Petrol,Manual,19.7,N/A
Mahindra,Scorpio 1.99 S10,2015,150000,34375.0,in stock,Diesel,Manual,18.7,N/A
Mahindra,XUV500 W10 2WD,2018,1450000,12500.0,in stock,Diesel,Manual,17.6,N/A
Maruti,Ertiga VDI,2014,500000,62500.0,sold,Diesel,Manual,17.5,N/A
Maruti,Alto LXi,2007,75000,25000.0,sold,Petrol,Manual,23.6,N/A
Hyundai,Sonata AT Leather,2006,225000,50000.0,sold,Petrol,Automatic,24.9,N/A
Hyundai,Sonata 2.4L AT,2006,275000,50000.0,sold,Petrol,Automatic,18.0,N/A
Mahindra,Bolero Power Plus SLX,2018,620000,21875.0,sold,Diesel,Manual,23.2,N/A
Nissan,X-Trail SLX MT,2010,600000,68750.0,in stock,Diesel,Manual,19.9,N/A
Mahindra,Xylo E8 ABS Airbag BSIV,2011,275000,100000.0,sold,Diesel,Manual,20.3,N/A
Tata,Indigo TDI,2013,125000,78125.0,sold,Diesel,Manual,26.1,N/A
Tata,Indigo GLS,2011,80000,38750.0,in stock,Petrol,Manual,19.5,N/A
Nissan,Micra Diesel XV,2011,199000,75000.0,in stock,Diesel,Manual,22.7,N/A
Nissan,Micra XL,2016,440000,20625.0,sold,Petrol,Manual,25.4,N/A
Maruti,Swift Dzire LDI,2013,250000,50000.0,in stock,Diesel,Manual,28.6,N/A
Hyundai,i20 1.4 Sportz,2017,700000,21875.0,sold,Diesel,Manual,28.8,N/A
Hyundai,Grand i10 CRDi Asta Option,2015,450000,31250.0,sold,Diesel,Manual,35.3,N/A
Maruti,Alto 800 Std Optional,2019,240000,3125.0,sold,Petrol,Manual,20.7,N/A
Hyundai,Xcent 1.2 Kappa SX,2016,350000,7500.0,sold,Petrol,Manual,19.4,N/A
Ford,EcoSport 1.5 TDCi Titanium BSIV,2016,650000,50996.875,sold,Diesel,Manual,21.7,N/A
Hyundai,Getz GLS ABS,2005,71000,13750.0,in stock,Petrol,Manual,25.2,N/A
Maruti,Swift VXI Optional,2015,400000,25000.0,sold,Petrol,Manual,27.7,N/A
Maruti,Alto LXi BSIII,2008,130000,25000.0,sold,Petrol,Manual,26.7,N/A
Mahindra,Scorpio 2.6 CRDe SLE,2013,300000,43750.0,in stock,Diesel,Manual,30.9,N/A
Nissan,Kicks XL D BSIV,2019,1100000,2500.0,in stock,Diesel,Manual,26.9,N/A
BMW,3 Series 320d Luxury Line,2015,2200000,15000.0,sold,Diesel,Automatic,27.9,N/A
Honda,Amaze VX i-VTEC,2018,800000,8437.5,sold,Petrol,Manual,25.9,N/A
Maruti,Ritz VDI (ABS) BS IV,2013,490000,25000.0,sold,Diesel,Manual,28.8,N/A
Honda,Jazz 1.2 VX i VTEC,2018,836000,6062.5,sold,Petrol,Manual,26.8,N/A
Volkswagen,Polo Petrol Comfortline 1.2L,2012,375000,38750.0,sold,Petrol,Manual,26.1,N/A
Honda,BR-V i-DTEC VX MT,2016,1249000,15000.0,sold,Diesel,Manual,29.6,N/A
Honda,WR-V i-DTEC VX,2019,1240000,8125.0,sold,Diesel,Manual,15.0,N/A
Tata,Nano Std BSII,2009,35000,31250.0,sold,Petrol,Manual,14.6,N/A
Honda,BR-V i-VTEC VX MT,2017,1068000,22500.0,in stock,Petrol,Manual,15.1,N/A
Honda,BR-V i-DTEC VX MT,2017,1189000,25000.0,sold,Diesel,Manual,17.7,N/A
Hyundai,Elite i20 Petrol Asta Option,2018,700000,16875.0,sold,Petrol,Manual,25.5,N/A
Maruti,Alto K10 VXI,2016,350000,25000.0,in stock,Petrol,Manual,33.9,N/A
Hyundai,i10 Magna 1.2,2009,254999,50000.0,sold,Petrol,Manual,31.4,N/A
Mahindra,Scorpio 2.6 CRDe,2005,229999,138125.0,in stock,Diesel,Manual,24.5,N/A
Hyundai,i20 Asta Option 1.4 CRDi,2016,750000,50000.0,sold,Diesel,Manual,28.3,N/A
Maruti,Ritz VDi,2012,325000,74375.0,sold,Diesel,Manual,31.8,N/A
Toyota,Innova 2.5 G4 Diesel 7-seater,2009,760000,118750.0,sold,Diesel,Manual,20.8,N/A
Maruti,Celerio ZXI AT,2017,509999,15625.0,sold,Petrol,Automatic,14.9,N/A
Nissan,Micra XL,2013,363000,17962.5,in stock,Petrol,Manual,25.9,N/A
Maruti,Alto K10 LXI,2010,229999,30312.5,sold,Petrol,Manual,20.7,N/A
Nissan,Sunny XL,2012,290000,68750.0,in stock,Petrol,Manual,30.0,N/A
Maruti,Swift VXI,2018,550000,18750.0,in stock,Petrol,Manual,29.3,N/A
Tata,Indica Vista TDI LX,2011,125000,75000.0,sold,Diesel,Manual,25.0,N/A
Volvo,XC60 D5 Inscription,2014,2000000,81250.0,sold,Diesel,Automatic,20.2,N/A
Toyota,Innova 2.5 G4 Diesel 7-seater,2008,350000,87500.0,in stock,Diesel,Manual,30.3,N/A
Hyundai,Verna 1.6 SX CRDi (O),2011,390000,56250.0,sold,Diesel,Manual,27.8,N/A
Maruti,Wagon R VXI Minor ABS,2010,260000,31250.0,sold,Petrol,Manual,21.2,N/A
Maruti,Omni BSIII 8-STR W/ IMMOBILISER,2008,150000,31250.0,sold,Petrol,Manual,18.0,N/A
Maruti,Esteem Vxi - BSIII,2006,85000,37500.0,sold,Petrol,Manual,23.3,N/A
Maruti,Alto 800 LXI,2015,280000,9375.0,sold,Petrol,Manual,24.8,N/A
Maruti,Celerio VXI,2015,220000,28125.0,sold,Petrol,Manual,23.3,N/A
Hyundai,Santro Xing XG,2005,140000,50000.0,sold,Petrol,Manual,27.5,N/A
Maruti,Wagon R AMT VXI Option,2018,370000,9375.0,sold,Petrol,Automatic,16.6,N/A
Maruti,Swift Dzire VDI,2019,650000,12500.0,sold,Diesel,Manual,27.2,N/A
Maruti,Alto 800 LX,2017,280000,23125.0,in stock,Petrol,Manual,34.8,N/A
Maruti,Swift Dzire VDI,2016,540000,50000.0,sold,Diesel,Manual,20.9,N/A
Ambassador,Classic 2000 Dsz,2002,50000,75000.0,sold,Diesel,Manual,21.6,N/A
Maruti,Ciaz Sigma BSIV,2018,800000,12500.0,sold,Petrol,Manual,22.9,N/A
Ford,Figo 1.5D Titanium MT,2016,515000,15625.0,sold,Diesel,Manual,22.7,N/A
Hyundai,i20 1.2 Magna,2010,220000,60000.0,sold,Petrol,Manual,20.4,N/A
Hyundai,i20 Asta (o),2014,525000,33750.0,sold,Petrol,Manual,28.8,N/A
Chevrolet,Spark 1.0 LT Option Pack w/ Airbag,2013,165000,33125.0,in stock,Petrol,Manual,21.2,N/A
Fiat,Linea 1.3 Emotion,2010,221000,40625.0,in stock,Diesel,Manual,23.7,N/A
Chevrolet,Beat LT,2015,245000,26875.0,sold,Petrol,Manual,24.7,N/A
Ford,Figo 1.2P Titanium Plus MT,2012,260000,26250.0,sold,Petrol,Manual,34.0,N/A
Skoda,Superb Elegance 2.0 TDI CR AT,2011,550000,45625.0,sold,Diesel,Automatic,21.8,N/A
Hyundai,Grand i10 1.2 Kappa Era,2015,434999,18125.0,sold,Petrol,Manual,27.7,N/A
Tata,Safari Storme EX,2013,450000,59375.0,in stock,Diesel,Manual,24.3,N/A
Chevrolet,Sail 1.2 Base,2014,290000,15625.0,in stock,Petrol,Manual,30.8,N/A
Volkswagen,Vento 1.0 TSI Highline Plus,2011,305000,33125.0,sold,Petrol,Manual,23.5,N/A
Ford,Classic 1.6 Duratec LXI,2011,265000,12500.0,sold,Petrol,Manual,15.7,N/A
Honda,Brio 1.2 S MT,2014,325000,35625.0,sold,Petrol,Manual,29.4,N/A
Chevrolet,Cruze LTZ,2014,550000,32500.0,sold,Diesel,Manual,22.5,N/A
Maruti,Zen Estilo LXI BSIII,2008,105000,25000.0,in stock,Petrol,Manual,24.6,N/A
Honda,Brio 1.2 S MT,2012,275000,29375.0,sold,Petrol,Manual,28.0,N/A
Honda,City 1.5 V MT,2012,434999,29375.0,in stock,Petrol,Manual,19.9,N/A
Hyundai,Verna 1.6 CRDi SX,2016,690000,45625.0,sold,Diesel,Manual,29.0,N/A
Honda,Brio V MT,2012,249000,26250.0,sold,Petrol,Manual,28.0,N/A
Hyundai,EON D Lite Plus,2012,204999,37500.0,sold,Petrol,Manual,26.5,N/A
Chevrolet,Beat Diesel LT,2012,200000,31250.0,sold,Diesel,Manual,22.0,N/A
Maruti,Wagon R VXI Optional,2015,190000,75000.0,in stock,Petrol,Manual,26.6,N/A
Maruti,Alto LXi,2012,150000,31250.0,sold,Petrol,Manual,23.5,N/A
Maruti,Zen LX,1999,70000,43750.0,sold,Petrol,Manual,22.6,N/A
Mahindra,Bolero Power Plus SLX,2018,900000,15625.0,sold,Diesel,Manual,19.6,N/A
Maruti,Ertiga ZXI AT Petrol,2019,950000,6875.0,sold,Petrol,Automatic,27.2,N/A
Maruti,Swift Dzire VXI,2013,475000,50000.0,in stock,Petrol,Manual,20.9,N/A
Maruti,800 Std,1998,55000,50000.0,sold,Petrol,Manual,32.5,N/A
Ford,Fiesta Titanium 1.5 TDCi,2013,450000,46875.0,sold,Diesel,Manual,23.5,N/A
BMW,5 Series 525d Sedan,2009,1200000,28125.0,sold,Diesel,Automatic,21.5,N/A
Mahindra,Bolero SLX,2007,300000,62500.0,in stock,Diesel,Manual,19.7,N/A
Honda,City i DTEC E,2014,350000,37500.0,in stock,Diesel,Manual,28.5,N/A
Tata,Indica Vista Quadrajet LS,2011,229999,100000.0,sold,Diesel,Manual,30.4,N/A
Hyundai,Creta 1.6 Gamma SX Plus,2015,821000,31250.0,sold,Petrol,Manual,24.4,N/A
Maruti,Alto K10 VXI,2014,200000,50000.0,sold,Petrol,Manual,19.2,N/A
Mahindra,Scorpio 1.99 S10,2017,1000000,37500.0,sold,Diesel,Manual,29.0,N/A
Maruti,Alto 800 VXI,2016,220000,37500.0,sold,Petrol,Manual,28.7,N/A
Ford,Figo Aspire 1.5 TDCi Trend,2015,459999,92887.5,sold,Diesel,Manual,27.4,N/A
Maruti,SX4 ZDI,2012,310000,43750.0,sold,Diesel,Manual,16.6,N/A
Hyundai,Elite i20 Diesel Asta Option,2018,815000,26250.0,sold,Diesel,Manual,30.0,N/A
Hyundai,Verna 1.6 CRDI SX Option,2017,1200000,25000.0,sold,Diesel,Manual,24.4,N/A
Chevrolet,Optra Magnum 2.0 LT,2011,170000,93750.0,sold,Diesel,Manual,26.9,N/A
Maruti,S-Cross Alpha DDiS 200 SH,2017,1000000,18750.0,in stock,Diesel,Manual,27.0,N/A
Hyundai,Santro Xing GLS,2010,155000,56250.0,sold,Petrol,Manual,30.6,N/A
Mahindra,TUV 300 T6 Plus,2017,400000,75000.0,sold,Diesel,Manual,28.3,N/A
Mahindra,Quanto C4,2016,400000,50000.0,in stock,Diesel,Manual,30.1,N/A
Tata,Indica Vista Aura 1.3 Quadrajet BSIV,2010,250000,50000.0,sold,Diesel,Manual,15.4,N/A
Tata,Indigo GLX,2008,150000,31250.0,sold,Petrol,Manual,26.4,N/A
Hyundai,Santro LP zipPlus,2002,80000,43750.0,sold,Petrol,Manual,29.0,N/A
Maruti,SX4 ZXI AT,2009,130000,75000.0,sold,Petrol,Automatic,23.8,N/A
Volkswagen,Vento 1.5 TDI Comfortline AT,2014,325000,43750.0,sold,Diesel,Automatic,19.7,N/A
Volkswagen,Jetta 2.0L TDI Highline AT,2012,735000,34562.5,in stock,Diesel,Automatic,25.5,N/A
Tata,Indica Vista Quadrajet 90 VX,2012,285000,46437.5,sold,Diesel,Manual,30.3,N/A
Honda,City VX MT,2010,350000,30488.125,in stock,Petrol,Manual,23.3,N/A
Volkswagen,Jetta 1.9 Highline TDI,2010,290000,54762.5,sold,Diesel,Automatic,25.0,N/A
Volkswagen,Vento 1.5 TDI Highline Plus AT,2017,890000,25136.875,sold,Diesel,Automatic,27.0,N/A
Honda,Jazz VX,2011,385000,7170.625,in stock,Petrol,Manual,30.7,N/A
Maruti,Eeco 5 Seater AC BSIV,2017,425000,5220.0,sold,Petrol,Manual,23.7,N/A
Maruti,Wagon R VXI AMT1.2BSIV,2017,525000,6090.625,sold,Petrol,Automatic,29.8,N/A
Hyundai,Grand i10 Asta,2017,550000,6092.5,sold,Petrol,Manual,19.7,N/A
Volkswagen,Polo 1.0 MPI Trendline,2012,271000,30625.0,sold,Petrol,Manual,28.9,N/A
Hyundai,Creta 1.6 CRDi SX Option,2018,1490000,12933.75,sold,Diesel,Manual,14.9,N/A
Hyundai,Grand i10 Asta Option,2015,490000,19425.0,in stock,Petrol,Manual,29.0,N/A
Hyundai,EON Era Plus,2014,260000,23503.125,sold,Petrol,Manual,24.1,N/A
Hyundai,Xcent 1.1 CRDi SX Option,2014,455000,34906.25,sold,Diesel,Manual,22.1,N/A
Tata,Nano Lx BSIV,2010,75000,36781.25,in stock,Petrol,Manual,23.1,N/A
Toyota,Etios Cross 1.2L G,2015,421000,14899.375,in stock,Petrol,Manual,19.6,N/A
Maruti,Swift DDiS LDI,2016,550000,33750.0,sold,Diesel,Manual,23.4,N/A
Hyundai,i10 Sportz 1.2 AT,2013,330000,23750.0,in stock,Petrol,Automatic,24.0,N/A
Volkswagen,Vento 1.5 TDI Comfortline,2012,390000,28408.75,in stock,Diesel,Manual,26.6,N/A
Skoda,Rapid 1.5 TDI AT Ambition,2015,599000,29348.125,sold,Diesel,Automatic,25.3,N/A
Hyundai,Elite i20 Sportz Plus CVT BSIV,2019,738000,5000.0,sold,Petrol,Automatic,25.7,N/A
Maruti,Alto K10 VXI,2016,300000,18750.0,in stock,Petrol,Manual,22.5,N/A
Tata,Indica Vista Quadrajet LX,2012,150000,68750.0,in stock,Diesel,Manual,22.3,N/A
Toyota,Innova 2.5 G4 Diesel 7-seater,2007,440000,139375.0,sold,Diesel,Manual,31.2,N/A
Volkswagen,Vento IPL II Diesel Trendline,2011,280000,68750.0,sold,Diesel,Manual,26.2,N/A
Hyundai,Santro GS,2006,100000,75000.0,sold,Petrol,Manual,16.7,N/A
Maruti,Swift VXi BSIV,2008,150000,62500.0,sold,Petrol,Manual,32.1,N/A
Maruti,Swift Dzire VDI,2014,380000,62500.0,sold,Diesel,Manual,33.8,N/A
Maruti,Alto LX,2006,90000,37500.0,sold,Petrol,Manual,28.8,N/A
Mahindra,Scorpio VLS 2.2 mHawk,2008,300000,168750.0,in stock,Diesel,Manual,20.8,N/A
Skoda,Fabia 1.2 TDI Active,2011,275000,37500.0,sold,Diesel,Manual,20.2,N/A
Maruti,Zen Estilo Sports,2009,180000,25681.25,sold,Petrol,Manual,29.8,N/A
Maruti,Swift VDI,2012,225000,185514.375,sold,Diesel,Manual,32.5,N/A
Maruti,Alto 800 LXI,2014,200000,25000.0,sold,Petrol,Manual,22.4,N/A
Toyota,Corolla Altis G,2011,500000,25000.0,sold,Petrol,Manual,27.9,N/A
Ford,Fiesta 1.6 Duratec S,2010,300000,43750.0,sold,Petrol,Manual,30.0,N/A
Hyundai,Verna 1.6 CRDi SX,2015,765000,50000.0,sold,Diesel,Manual,25.2,N/A
Maruti,Swift Dzire VDI,2017,650000,56250.0,sold,Diesel,Manual,24.6,N/A
Maruti,Wagon R VXI Plus Optional,2017,380000,11875.0,in stock,Petrol,Manual,21.3,N/A
Maruti,Swift Dzire VDI,2014,480000,68750.0,in stock,Diesel,Manual,26.8,N/A
Mahindra,Jeep MM 540,1996,200000,37500.0,sold,Diesel,Manual,33.9,N/A
Maruti,Wagon R VXI Plus Optional,2017,380000,11875.0,sold,Petrol,Manual,25.3,N/A
Maruti,Zen Estilo LXI Green (CNG),2010,145000,42500.0,sold,CNG,Manual,27.6,N/A
Maruti,Ritz VDi,2011,280000,75000.0,sold,Diesel,Manual,21.0,N/A
Maruti,Swift Dzire VDI,2014,254999,18750.0,in stock,Diesel,Manual,33.8,N/A
Tata,Bolt Revotron XE,2016,300000,56250.0,sold,Petrol,Manual,24.9,N/A
Maruti,Swift VDI BSIV,2015,480000,87500.0,sold,Diesel,Manual,24.8,N/A
Skoda,Rapid Monte Carlo 1.6 MPI AT BSIV,2017,850000,27812.5,sold,Petrol,Automatic,27.0,N/A
Hyundai,i20 Asta 1.4 CRDi,2014,350000,32500.0,sold,Diesel,Manual,32.8,N/A
Hyundai,i20 Active 1.2 SX,2016,650000,16250.0,sold,Petrol,Manual,29.4,N/A
Hyundai,i20 Active 1.2 SX,2016,650000,16250.0,in stock,Petrol,Manual,22.8,N/A
Tata,New Safari 4X2,2007,550000,50000.0,sold,Petrol,Manual,18.5,N/A
Maruti,Celerio VXI,2015,300000,21875.0,sold,Petrol,Manual,25.1,N/A
Maruti,Swift 1.3 VXi,2008,150000,37500.0,in stock,Petrol,Manual,18.5,N/A
Hyundai,Grand i10 Sportz,2014,300000,75000.0,in stock,Petrol,Manual,16.2,N/A
Hyundai,Santro Xing XG,2004,80000,36250.0,sold,Petrol,Manual,22.1,N/A
Tata,Manza Club Class Quadrajet90 LS,2014,200000,62500.0,sold,Diesel,Manual,30.0,N/A
Hyundai,EON Magna Plus,2016,220000,27312.5,sold,Petrol,Manual,28.1,N/A
Tata,Indica GLS BS IV,2009,68000,75000.0,in stock,Petrol,Manual,31.8,N/A
Tata,Manza ELAN Quadrajet BS IV,2011,180000,50000.0,sold,Diesel,Manual,32.8,N/A
Hyundai,EON Era Plus,2017,290000,12500.0,sold,Petrol,Manual,33.1,N/A
